eta,tau_mis,time,num_runs,Q_comm_mean,Q_comm_std,Q_mis_mean,Q_mis_std,mean_pair_distance_mean,mean_pair_distance_std,valid_path_count_mean,valid_path_count_std,physical_complete_mean,physical_complete_std
0.2,0.05,38,5,0.8845556895634082,0.001363722110392425,1.0,0.0,5.220149906445344,0.04271130723331162,1000.0,0.0,1.0,0.0
0.2,0.05,39,5,0.8726847517032688,0.0014512159659567287,1.0,0.0,5.435401361945002,0.043744479646681045,1000.0,0.0,1.0,0.0
0.2,0.05,40,5,0.8606805403214339,0.0015361899591387097,1.0,0.0,5.650715348167667,0.04479070253364398,1000.0,0.0,1.0,0.0
0.2,0.05,41,5,0.8485598276431892,0.0016197779235705072,1.0,0.0,5.866085860115607,0.045849114010123114,1000.0,0.0,1.0,0.0
0.2,0.05,42,5,0.8363326971668961,0.00170827583760947,1.0,0.0,6.081507656559732,0.046918916622885755,1000.0,0.0,1.0,0.0
0.2,0.05,43,5,0.8240093599970348,0.0018041120387447913,1.0,0.0,6.296976140471811,0.047999372710055686,1000.0,0.0,1.0,0.0
0.2,0.05,44,5,0.8115980562263856,0.0019034465919876159,1.0,0.0,6.512487261475407,0.049089799936611916,1000.0,0.0,1.0,0.0
0.2,0.05,45,5,0.7991132917745146,0.002009321677778187,1.0,0.0,6.728037435688984,0.0501895670531213,1000.0,0.0,1.0,0.0
0.2,0.05,46,5,0.7865681323492946,0.0021168361738935115,1.0,0.0,6.943623479420036,0.051298089904537394,1000.0,0.0,1.0,0.0
0.2,0.05,47,5,0.7739688178359907,0.002227268362475572,1.0,0.0,7.159242553974684,0.05241482770101906,1000.0,0.0,1.0,0.0
0.2,0.05,48,5,0.7613181486618112,0.002338656611396467,1.0,0.0,7.374892119451369,0.053539279552463716,1000.0,0.0,1.0,0.0
0.2,0.05,49,5,0.7486164603063334,0.0024431711361987836,1.0,0.0,7.590569895844529,0.05467098126154264,1000.0,0.0,1.0,0.0
0.2,0.05,50,5,0.7358681585445179,0.002546796645251601,1.0,0.0,7.806273830133601,0.05580950236550213,1000.0,0.0,1.0,0.0
0.2,0.05,51,5,0.7230737505660997,0.002650892712483496,1.0,0.0,8.022002068301532,0.056954443414196705,1000.0,0.0,1.0,0.0
0.2,0.05,52,5,0.7102372100175571,0.002761954060526664,1.0,0.0,8.237752931435924,0.05810543347021607,1000.0,0.0,1.0,0.0
0.2,0.05,53,5,0.6973684267588487,0.002874724411257427,1.0,0.0,8.453524895229135,0.05926212781624999,1000.0,0.0,1.0,0.0
0.2,0.05,54,5,0.6844661938512637,0.0029928136485790234,1.0,0.0,8.66931657232215,0.06042420585471374,1000.0,0.0,1.0,0.0
0.2,0.05,55,5,0.6715331694983473,0.0031152676280594795,1.0,0.0,8.885126697038984,0.0615913691849017,1000.0,0.0,1.0,0.0
0.2,0.05,56,5,0.6585719041927033,0.003240669892379312,1.0,0.0,9.100954112139439,0.06276333984352303,1000.0,0.0,1.0,0.0
0.2,0.05,57,5,0.6455867431631686,0.0033692019712717874,1.0,0.0,9.316797757283329,0.06393985869515978,1000.0,0.0,1.0,0.0
0.2,0.05,58,5,0.6325764220284777,0.0035049509967557107,1.0,0.0,9.532656658951685,0.06512068396000388,1000.0,0.0,1.0,0.0
0.2,0.05,59,5,0.6195419594880973,0.0036398132686948997,1.0,0.0,9.748529921613038,0.06630558986710726,1000.0,0.0,1.0,0.0
0.2,0.05,60,5,0.6064842882790107,0.0037764866302323515,1.0,0.0,9.964416719957685,0.06749436542220368,1000.0,0.0,1.0,0.0
0.2,0.05,61,5,0.5934069056908486,0.003915514060881236,1.0,0.0,10.180316292051083,0.06868681328006612,1000.0,0.0,1.0,0.0
0.2,0.05,62,5,0.580311554620162,0.0040556925244292314,1.0,0.0,10.396227933281018,0.06988274871213114,1000.0,0.0,1.0,0.0
0.2,0.05,63,5,0.5671982832136215,0.00419549633906918,1.0,0.0,10.612150990992376,0.07108199866094939,1000.0,0.0,1.0,0.0
0.2,0.05,64,5,0.5540648251668578,0.00433263511641845,1.0,0.0,10.828084859719423,0.07228440087370218,1000.0,0.0,1.0,0.0
0.2,0.05,65,5,0.5409155252990188,0.004467938039815852,1.0,0.0,11.044028976938817,0.07348980310776788,1000.0,0.0,1.0,0.0
0.2,0.05,66,5,0.5277489068575603,0.004603157993325988,1.0,0.0,11.259982819277646,0.07469806240188778,1000.0,0.0,1.0,0.0
0.2,0.05,67,5,0.5145673572558787,0.004737491495794596,1.0,0.0,11.475945899120262,0.07590904440711563,1000.0,0.0,1.0,0.0
0.2,0.05,68,5,0.5013780894360618,0.004872064703207569,1.0,0.0,11.691917761565387,0.07712262277222862,1000.0,0.0,1.0,0.0
0.2,0.05,69,5,0.4881789894376711,0.005006353944096719,1.0,0.0,11.907897981691775,0.07833867857880542,1000.0,0.0,1.0,0.0
0.2,0.05,70,5,0.47496745494201675,0.005139033616934716,1.0,0.0,12.123886162096245,0.07955709982156375,1000.0,0.0,1.0,0.0
0.2,0.05,71,5,0.46179514275557026,0.005248754277297927,1.0,0.0,12.339881930672687,0.0807777809300227,1000.0,0.0,0.0,0.0
0.2,0.05,72,5,0.44898009170710723,0.005308115437825891,1.0,0.0,12.55588493860483,0.08200062232786179,1000.0,0.0,0.0,0.0
0.2,0.05,73,5,0.4368290099081461,0.0053645064597837135,1.0,0.0,12.771894858548924,0.08322553002672065,1000.0,0.0,0.0,0.0
