strategy_id,strategy_label,seed,time,Q_phy,Q_comm,Q_mis,Q_overall,alive_nodes
distance_driven,Nearest-Neighbor Reconfiguration,17,0,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,1,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,2,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,3,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,4,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,5,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,6,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,7,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,8,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,9,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,10,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,11,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,12,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,13,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,14,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,15,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,16,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,17,17,0.8693741499178277,0.8398045031220415,0.9411764705882353,0.8919689691949277,92
distance_driven,Nearest-Neighbor Reconfiguration,17,18,0.7675312092889073,0.6965729359068062,0.8235294117647058,0.763599087504861,84
distance_driven,Nearest-Neighbor Reconfiguration,17,19,0.6881084582968482,0.6009235576404163,0.7058823529411765,0.657762200323618,77
distance_driven,Nearest-Neighbor Reconfiguration,17,20,0.6025275916290272,0.5452712625816619,0.6470588235294118,0.599027859507905,70
distance_driven,Nearest-Neighbor Reconfiguration,17,21,0.6027006656723023,0.5556838296044385,0.6470588235294118,0.6037221683703183,70
distance_driven,Nearest-Neighbor Reconfiguration,17,22,0.5965583269215748,0.5623276485815139,0.6470588235294118,0.606404769972466,70
distance_driven,Nearest-Neighbor Reconfiguration,17,23,0.5995924096329661,0.5647015746688849,0.6470588235294118,0.6076247408473525,70
distance_driven,Nearest-Neighbor Reconfiguration,17,24,0.6000983105979297,0.5651778164838522,0.6470588235294118,0.607864344712336,70
distance_driven,Nearest-Neighbor Reconfiguration,17,25,0.6000983105979297,0.5677348440528749,0.6470588235294118,0.6090150071183961,70
distance_driven,Nearest-Neighbor Reconfiguration,17,26,0.6000983105979297,0.5682829511902455,0.6470588235294118,0.6092616553302128,70
distance_driven,Nearest-Neighbor Reconfiguration,17,27,0.6000983105979297,0.5683054094839289,0.6470588235294118,0.6092717615623704,70
distance_driven,Nearest-Neighbor Reconfiguration,17,28,0.6000983105979297,0.5683054094839289,0.6470588235294118,0.6092717615623704,70
distance_driven,Nearest-Neighbor Reconfiguration,17,29,0.6000983105979297,0.5683054094839289,0.6470588235294118,0.6092717615623704,70
distance_driven,Nearest-Neighbor Reconfiguration,17,30,0.6000983105979297,0.5683054094839289,0.6470588235294118,0.6092717615623704,70
distance_driven,Nearest-Neighbor Reconfiguration,17,31,0.6000983105979297,0.5683054094839289,0.6470588235294118,0.6092717615623704,70
distance_driven,Nearest-Neighbor Reconfiguration,17,32,0.5966321040201501,0.5677454175149551,0.6470588235294118,0.6088464548474433,70
distance_driven,Nearest-Neighbor Reconfiguration,17,33,0.5966321040201501,0.5677454175149551,0.6470588235294118,0.6088464548474433,70
distance_driven,Nearest-Neighbor Reconfiguration,17,34,0.5966321040201501,0.5680250402889174,0.6470588235294118,0.6089722850957262,70
distance_driven,Nearest-Neighbor Reconfiguration,17,35,0.5966321040201501,0.5680250402889174,0.6470588235294118,0.6089722850957262,70
distance_driven,Nearest-Neighbor Reconfiguration,17,36,0.5966321040201501,0.5680250402889174,0.6470588235294118,0.6089722850957262,70
distance_driven,Nearest-Neighbor Reconfiguration,17,37,0.5966321040201501,0.5680250402889174,0.6470588235294118,0.6089722850957262,70
distance_driven,Nearest-Neighbor Reconfiguration,17,38,0.5966321040201501,0.5680250402889174,0.6470588235294118,0.6089722850957262,70
distance_driven,Nearest-Neighbor Reconfiguration,17,39,0.5966321040201501,0.5680250402889174,0.6470588235294118,0.6089722850957262,70
distance_driven,Nearest-Neighbor Reconfiguration,17,40,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,41,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,42,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,43,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,44,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,45,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,46,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,47,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,48,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,49,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,50,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,51,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,52,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,53,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,54,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,55,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,56,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,57,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,58,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,59,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,60,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,61,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,62,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,63,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,64,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,65,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,66,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,67,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,68,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,69,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,70,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,71,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,72,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,73,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
