strategy_id,strategy_label,time,num_runs,Q_phy_mean,Q_phy_std,Q_comm_mean,Q_comm_std,Q_mis_mean,Q_mis_std,Q_overall_mean,Q_overall_std,alive_nodes_mean,alive_nodes_std
degree_driven,Maximum-Degree Reconfiguration,13,5,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,1.0,0.0,100.0,0.0
degree_driven,Maximum-Degree Reconfiguration,14,5,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,1.0,0.0,100.0,0.0
degree_driven,Maximum-Degree Reconfiguration,15,5,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,1.0,0.0,100.0,0.0
degree_driven,Maximum-Degree Reconfiguration,16,5,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,1.0,0.0,100.0,0.0
degree_driven,Maximum-Degree Reconfiguration,17,5,0.8765533818473962,0.011515986017210293,0.8968160604123389,0.030484112224052,0.9449019607843138,0.03525148720500268,0.9198458766700792,0.023461356334762453,92.0,0.0
degree_driven,Maximum-Degree Reconfiguration,18,5,0.7663983287298252,0.005860978751784338,0.775267400620724,0.04235369303905821,0.8669281045751633,0.04741982087895199,0.8206542990033988,0.0344715093474696,84.0,0.0
degree_driven,Maximum-Degree Reconfiguration,19,5,0.6842911425045466,0.008416579797673907,0.6766170898706119,0.04042284551573075,0.7333986928104576,0.06173492382920189,0.7053915939722314,0.03970156885364763,77.0,0.0
degree_driven,Maximum-Degree Reconfiguration,20,5,0.5957001097227981,0.005079811660905755,0.5862702328053482,0.03256806606864804,0.6683006535947712,0.04561136293429515,0.6277569370459322,0.035808561849753937,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,21,5,0.6111832938007014,0.0075167279973093176,0.5877075233482194,0.03471360178481826,0.6683006535947712,0.04561136293429515,0.6291778769941194,0.036763751375685105,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,22,5,0.6268433874631392,0.010694739263189918,0.5920459848812143,0.03375559101373162,0.6911764705882353,0.033101849051243415,0.6433510978638209,0.02625739837115527,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,23,5,0.6362110074994208,0.011207637338946131,0.5978437608061073,0.03331564530325226,0.7022875816993464,0.03232487063759018,0.6519840335873927,0.027311775238260633,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,24,5,0.6465393510637336,0.01709704662094511,0.6043686256045216,0.03629001479673346,0.6800653594771242,0.06784804848293323,0.6443255288137835,0.03833912122385855,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,25,5,0.6578844419266223,0.016371916004868217,0.6116949493702426,0.0361559384489065,0.6800653594771242,0.06784804848293323,0.6481896290515025,0.03850428428137051,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,26,5,0.6745110308457102,0.019644731815479943,0.617294087161051,0.03851421549719434,0.7029411764705882,0.05683268681915912,0.6629784790000526,0.03400557489964899,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,27,5,0.6891023950754986,0.022209176353405087,0.6210902021205837,0.039658964751894954,0.7240522875816993,0.052934559418634786,0.6759718544988874,0.03768916224811371,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,28,5,0.7002181673429407,0.023686880084556612,0.6286175729050348,0.03813506598993505,0.7240522875816993,0.052934559418634786,0.6799149599652624,0.03711611629084413,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,29,5,0.7119547543620655,0.023878260970899026,0.6326665259031483,0.037100344650926015,0.7140522875816993,0.04102576425222279,0.6773238181653696,0.029793919717428334,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,30,5,0.7254131769106571,0.021281292173747166,0.6398439921511888,0.036501182797871345,0.7462745098039216,0.06852765853742052,0.6973377102155286,0.04360888195825022,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,31,5,0.7367780838091855,0.02225231986599655,0.645830379793842,0.035315073874692245,0.7462745098039216,0.06852765853742052,0.7005998299996488,0.042997113691117465,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,32,5,0.7480558369271272,0.02486050985449881,0.6518452510908563,0.03305430823416932,0.753681917211329,0.06112399912254843,0.7075741134429062,0.03965871720523583,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,33,5,0.7587172775958191,0.022526190911920485,0.6555905143946903,0.03380239287820373,0.7573856209150327,0.058487639414557015,0.7116444058149181,0.03923548353734446,70.0,0.0
degree_driven,Maximum-Degree Reconfiguration,34,5,0.7699686360200033,0.024029961031805186,0.6576652501920383,0.03591230545256091,0.7425708061002178,0.09724105991561281,0.7057331974375263,0.06202636542989107,70.0,0.0
